day,survival,completion,at_risk,events,project_group,n_total,events_total
764.0,0.8876868096668555,0.11231319033314446,164,1,Ampliamento,348,70
806.0,0.8822072614590354,0.11779273854096461,162,1,Ampliamento,348,70
815.0,0.8767277132512152,0.12327228674878477,161,1,Ampliamento,348,70
821.0,0.8712481650433952,0.1287518349566048,160,1,Ampliamento,348,70
824.0,0.8657686168355752,0.13423138316442484,159,1,Ampliamento,348,70
833.0,0.8602541670468136,0.13974583295318643,157,1,Ampliamento,348,70
845.0,0.854739717258052,0.14526028274194802,156,1,Ampliamento,348,70
881.0,0.849189459353779,0.15081054064622101,154,1,Ampliamento,348,70
888.0,0.843639201449506,0.156360798550494,153,1,Ampliamento,348,70
897.0,0.838088943545233,0.161911056454767,152,1,Ampliamento,348,70
912.0,0.8325386856409599,0.1674613143590401,151,1,Ampliamento,348,70
915.0,0.8269884277366868,0.1730115722633132,150,1,Ampliamento,348,70
933.0,0.8214381698324137,0.1785618301675863,149,1,Ampliamento,348,70
948.0,0.8158879119281406,0.18411208807185941,148,1,Ampliamento,348,70
952.0,0.8103376540238675,0.18966234597613252,147,1,Ampliamento,348,70
966.0,0.8047873961195944,0.19521260388040562,146,1,Ampliamento,348,70
1016.0,0.7991985947576528,0.20080140524234724,144,1,Ampliamento,348,70
1021.0,0.7936097933957111,0.20639020660428886,143,1,Ampliamento,348,70
1042.0,0.7880209920337695,0.21197900796623048,142,1,Ampliamento,348,70
1054.0,0.7823922706620997,0.2176077293379003,140,1,Ampliamento,348,70
1079.0,0.7655061065470904,0.2344938934529096,139,3,Ampliamento,348,70
1089.0,0.7598773851754206,0.24012261482457942,136,1,Ampliamento,348,70
1119.0,0.7539408431037377,0.24605915689626234,128,1,Ampliamento,348,70
1121.0,0.7480043010320547,0.25199569896794527,127,1,Ampliamento,348,70
1134.0,0.7420202666237983,0.2579797333762017,125,1,Ampliamento,348,70
1168.0,0.735887867726081,0.26411213227391905,121,1,Ampliamento,348,70
1183.0,0.7297554688283636,0.2702445311716364,120,1,Ampliamento,348,70
1233.0,0.723060464527186,0.276939535472814,109,1,Ampliamento,348,70
1261.0,0.7159014500269169,0.28409854997308315,101,1,Ampliamento,348,70
1300.0,0.7063560973598914,0.29364390264010864,75,1,Ampliamento,348,70
1332.0,0.6922289754126936,0.30777102458730643,50,1,Ampliamento,348,70
1342.0,0.6757473331409628,0.3242526668590372,42,1,Ampliamento,348,70
1372.0,0.6588536498124388,0.34114635018756123,40,1,Ampliamento,348,70
1421.0,0.637600306270102,0.362399693729898,31,1,Ampliamento,348,70
1453.0,0.6148288667604556,0.38517113323954444,28,1,Ampliamento,348,70
1500.0,0.5920574272508091,0.4079425727491909,27,1,Ampliamento,348,70
1528.0,0.5465145482315161,0.45348545176848387,26,2,Ampliamento,348,70
1555.0,0.5191888208199403,0.48081117918005967,20,1,Ampliamento,348,70
1610.0,0.4450189892742346,0.5549810107257653,7,1,Ampliamento,348,70
0.0,1.0,0.0,745,0,Ristrutturazione/recupero,745,113
180.0,0.9986357435197817,0.0013642564802183177,733,1,Ristrutturazione/recupero,745,113
282.0,0.9971628294437939,0.0028371705562061367,678,1,Ristrutturazione/recupero,745,113
288.0,0.9956855511779512,0.004314448822048789,675,1,Ristrutturazione/recupero,745,113
304.0,0.994179219027909,0.005820780972091044,661,1,Ristrutturazione/recupero,745,113
332.0,0.9925440558387183,0.007455944161281702,608,1,Ristrutturazione/recupero,745,113
360.0,0.9908731062497642,0.009126893750235787,594,1,Ristrutturazione/recupero,745,113
410.0,0.9891528404403027,0.010847159559697284,576,1,Ristrutturazione/recupero,745,113
413.0,0.9874325746308413,0.012567425369158669,575,1,Ristrutturazione/recupero,745,113
439.0,0.9857002367806118,0.014299763219388195,570,1,Ristrutturazione/recupero,745,113
440.0,0.9839648490398009,0.01603515096019914,568,1,Ristrutturazione/recupero,745,113
441.0,0.98222946129899,0.017770538701009975,567,1,Ristrutturazione/recupero,745,113
453.0,0.980491002075452,0.019508997924547966,565,1,Ristrutturazione/recupero,745,113
474.0,0.9787275290501365,0.02127247094986351,556,1,Ristrutturazione/recupero,745,113
475.0,0.976964056024821,0.023035943975179052,555,1,Ristrutturazione/recupero,745,113
480.0,0.9752005829995054,0.024799417000494595,554,1,Ristrutturazione/recupero,745,113
490.0,0.9734339152766802,0.026566084723319783,552,1,Ristrutturazione/recupero,745,113
495.0,0.971667247553855,0.02833275244614497,551,1,Ristrutturazione/recupero,745,113
500.0,0.9699005798310298,0.03009942016897016,550,1,Ristrutturazione/recupero,745,113
504.0,0.9681274526284137,0.03187254737158629,547,1,Ristrutturazione/recupero,745,113
512.0,0.9663510719813891,0.03364892801861086,545,1,Ristrutturazione/recupero,745,113
517.0,0.9627983106873399,0.0372016893126601,544,2,Ristrutturazione/recupero,745,113
526.0,0.9610153508527337,0.03898464914726629,540,1,Ristrutturazione/recupero,745,113
531.0,0.9592290769663904,0.04077092303360963,538,1,Ristrutturazione/recupero,745,113
569.0,0.9574226191943256,0.042577380805674414,531,1,Ristrutturazione/recupero,745,113
572.0,0.9556161614222608,0.0443838385777392,530,1,Ristrutturazione/recupero,745,113
580.0,0.9537924664577145,0.04620753354228546,524,1,Ristrutturazione/recupero,745,113
586.0,0.9519687714931683,0.048031228506831725,523,1,Ristrutturazione/recupero,745,113
589.0,0.9501380623172199,0.04986193768278013,520,1,Ristrutturazione/recupero,745,113
604.0,0.9482859413380439,0.05171405866195611,513,1,Ristrutturazione/recupero,745,113
606.0,0.9445525321201775,0.055447467879822465,508,2,Ristrutturazione/recupero,745,113
608.0,0.9426821310664742,0.05731786893352575,505,1,Ristrutturazione/recupero,745,113
611.0,0.940811730012771,0.059188269987229036,504,1,Ristrutturazione/recupero,745,113
617.0,0.9389263357642483,0.06107366423575167,499,1,Ristrutturazione/recupero,745,113
619.0,0.93703714796593,0.06296285203407004,497,1,Ristrutturazione/recupero,745,113
621.0,0.9351287220026592,0.06487127799734083,491,1,Ristrutturazione/recupero,745,113
641.0,0.9331305837077817,0.06686941629221832,468,1,Ristrutturazione/recupero,745,113
645.0,0.931128157562486,0.06887184243751399,466,1,Ristrutturazione/recupero,745,113
646.0,0.9290995559120231,0.07090044408797691,459,1,Ristrutturazione/recupero,745,113
654.0,0.9269685936278211,0.07303140637217886,436,1,Ristrutturazione/recupero,745,113
655.0,0.9248327212922731,0.07516727870772688,434,1,Ristrutturazione/recupero,745,113
680.0,0.9226095657122436,0.07739043428775638,416,1,Ristrutturazione/recupero,745,113
682.0,0.9203537966029228,0.07964620339707718,409,1,Ristrutturazione/recupero,745,113
701.0,0.9180643592979404,0.08193564070205961,402,1,Ristrutturazione/recupero,745,113
703.0,0.9157691983996956,0.08423080160030438,400,1,Ristrutturazione/recupero,745,113
706.0,0.9134682707655256,0.08653172923447439,398,1,Ristrutturazione/recupero,745,113
714.0,0.9111439240205752,0.0888560759794248,393,1,Ristrutturazione/recupero,745,113
730.0,0.908795614938048,0.09120438506195205,388,1,Ristrutturazione/recupero,745,113
737.0,0.9062641508295854,0.09373584917041455,359,1,Ristrutturazione/recupero,745,113
744.0,0.9037184650126484,0.09628153498735159,356,1,Ristrutturazione/recupero,745,113
751.0,0.9011364122554694,0.09886358774453063,350,1,Ristrutturazione/recupero,745,113
763.0,0.8984544586475662,0.10154554135243377,336,1,Ristrutturazione/recupero,745,113
767.0,0.895772505039663,0.10422749496033701,335,1,Ristrutturazione/recupero,745,113
780.0,0.8930580429031791,0.10694195709682086,330,1,Ristrutturazione/recupero,745,113
787.0,0.8903435807666953,0.10965641923330471,329,1,Ristrutturazione/recupero,745,113
790.0,0.8876291186302114,0.11237088136978857,328,1,Ristrutturazione/recupero,745,113
792.0,0.8849146564937276,0.11508534350627242,327,1,Ristrutturazione/recupero,745,113
795.0,0.8822001943572437,0.11779980564275627,326,1,Ristrutturazione/recupero,745,113
796.0,0.8794857322207599,0.12051426777924013,325,1,Ristrutturazione/recupero,745,113
810.0,0.8767628661767327,0.12323713382326729,323,1,Ristrutturazione/recupero,745,113
812.0,0.8740400001327057,0.12595999986729434,322,1,Ristrutturazione/recupero,745,113
827.0,0.8713171340886785,0.1286828659113215,321,1,Ristrutturazione/recupero,745,113
832.0,0.8685942680446513,0.13140573195534866,320,1,Ristrutturazione/recupero,745,113
833.0,0.8658714020006242,0.13412859799937582,319,1,Ristrutturazione/recupero,745,113
856.0,0.863148535956597,0.13685146404340298,318,1,Ristrutturazione/recupero,745,113
858.0,0.86042566991257,0.13957433008743003,317,1,Ristrutturazione/recupero,745,113
861.0,0.8577028038685428,0.1422971961314572,316,1,Ristrutturazione/recupero,745,113
868.0,0.8549712662766048,0.1450287337233952,314,1,Ristrutturazione/recupero,745,113
869.0,0.8522397286846667,0.1477602713153333,313,1,Ristrutturazione/recupero,745,113
906.0,0.8495081910927287,0.15049180890727132,312,1,Ristrutturazione/recupero,745,113
907.0,0.8467766535007907,0.15322334649920932,311,1,Ristrutturazione/recupero,745,113
930.0,0.8440094095351018,0.15599059046489816,306,1,Ristrutturazione/recupero,745,113
935.0,0.841242165569413,0.158757834430587,305,1,Ristrutturazione/recupero,745,113
936.0,0.8384749216037242,0.16152507839627583,304,1,Ristrutturazione/recupero,745,113
937.0,0.8357076776380353,0.16429232236196467,303,1,Ristrutturazione/recupero,745,113
944.0,0.8329404336723465,0.1670595663276535,302,1,Ristrutturazione/recupero,745,113
953.0,0.8301639655601054,0.1698360344398946,300,1,Ristrutturazione/recupero,745,113
959.0,0.8273874974478642,0.17261250255213578,299,1,Ristrutturazione/recupero,745,113
994.0,0.8246016809581408,0.1753983190418592,297,1,Ristrutturazione/recupero,745,113
997.0,0.8218158644684174,0.17818413553158263,296,1,Ristrutturazione/recupero,745,113
999.0,0.8190300479786939,0.18096995202130606,295,1,Ristrutturazione/recupero,745,113
1021.0,0.8134584149992471,0.1865415850007529,294,2,Ristrutturazione/recupero,745,113
1023.0,0.8106725985095237,0.18932740149047633,292,1,Ristrutturazione/recupero,745,113
1030.0,0.8078867820198002,0.19211321798019976,291,1,Ristrutturazione/recupero,745,113
1038.0,0.8051009655300768,0.19489903446992318,290,1,Ristrutturazione/recupero,745,113
1040.0,0.8023151490403533,0.19768485095964672,289,1,Ristrutturazione/recupero,745,113
1059.0,0.7995293325506299,0.20047066744937014,288,1,Ristrutturazione/recupero,745,113
1061.0,0.7967337754438094,0.2032662245561906,286,1,Ristrutturazione/recupero,745,113
1062.0,0.793938218336989,0.20606178166301103,285,1,Ristrutturazione/recupero,745,113
1063.0,0.7911426612301686,0.20885733876983137,284,1,Ristrutturazione/recupero,745,113
1076.0,0.7883471041233482,0.21165289587665181,283,1,Ristrutturazione/recupero,745,113
1084.0,0.7855515470165279,0.21444845298347215,282,1,Ristrutturazione/recupero,745,113
1085.0,0.7827559899097075,0.21724401009029248,281,1,Ristrutturazione/recupero,745,113
1134.0,0.7797910050994434,0.22020899490055656,264,1,Ristrutturazione/recupero,745,113
1170.0,0.776733001157877,0.22326699884212298,255,1,Ristrutturazione/recupero,745,113
1174.0,0.7736384473684034,0.22636155263159663,251,1,Ristrutturazione/recupero,745,113
1175.0,0.7705438935789297,0.22945610642107028,250,1,Ristrutturazione/recupero,745,113
1180.0,0.7674242826737518,0.23257571732624815,247,1,Ristrutturazione/recupero,745,113
1183.0,0.7642791011873841,0.23572089881261593,244,1,Ristrutturazione/recupero,745,113
1190.0,0.7610946049324366,0.23890539506756336,240,1,Ristrutturazione/recupero,745,113
1200.0,0.757711962243848,0.24228803775615204,225,1,Ristrutturazione/recupero,745,113
1254.0,0.7536382420167305,0.24636175798326954,186,1,Ristrutturazione/recupero,745,113
1269.0,0.7494513628944153,0.2505486371055847,180,1,Ristrutturazione/recupero,745,113
1274.0,0.7452409619792781,0.25475903802072186,178,1,Ristrutturazione/recupero,745,113
1280.0,0.7407784412488633,0.2592215587511367,167,1,Ristrutturazione/recupero,745,113
1285.0,0.7362614995339312,0.26373850046606884,164,1,Ristrutturazione/recupero,745,113
1419.0,0.7243863140575775,0.2756136859424225,62,1,Ristrutturazione/recupero,745,113
1447.0,0.7125111285812238,0.2874888714187762,61,1,Ristrutturazione/recupero,745,113
1505.0,0.7004346687747623,0.29956533122523765,59,1,Ristrutturazione/recupero,745,113
1588.0,0.6734948738218869,0.3265051261781131,26,1,Ristrutturazione/recupero,745,113
1650.0,0.621687575835588,0.378312424164412,13,1,Ristrutturazione/recupero,745,113
0.0,1.0,0.0,127,0,Demolizione/ricostruzione,127,8
784.0,0.9886363636363636,0.011363636363636354,88,1,Demolizione/ricostruzione,127,8
919.0,0.9772727272727273,0.022727272727272707,87,1,Demolizione/ricostruzione,127,8
1012.0,0.9656385281385282,0.03436147186147176,84,1,Demolizione/ricostruzione,127,8
1014.0,0.9540043290043291,0.04599567099567092,83,1,Demolizione/ricostruzione,127,8
1067.0,0.9423701298701299,0.05762987012987009,82,1,Demolizione/ricostruzione,127,8
1096.0,0.9305905032467533,0.0694094967532467,80,1,Demolizione/ricostruzione,127,8
1159.0,0.9162737262737264,0.08372627372627361,65,1,Demolizione/ricostruzione,127,8
1485.0,0.8457911319449782,0.15420886805502176,13,1,Demolizione/ricostruzione,127,8
0.0,1.0,0.0,61,0,Altro,61,15
125.0,0.9836065573770492,0.016393442622950838,61,1,Altro,61,15
389.0,0.966647823629169,0.03335217637083099,58,1,Altro,61,15
396.0,0.9496890898812888,0.05031091011871125,57,1,Altro,61,15
438.0,0.9327303561334086,0.0672696438665914,56,1,Altro,61,15
603.0,0.9144415256209888,0.0855584743790112,51,1,Altro,61,15
622.0,0.89577945366954,0.10422054633045996,49,1,Altro,61,15
631.0,0.8771173817180913,0.12288261828190872,48,1,Altro,61,15
861.0,0.8557242748469183,0.14427572515308174,41,1,Altro,61,15
908.0,0.8343311679757452,0.16566883202425475,40,1,Altro,61,15
945.0,0.8129380611045722,0.18706193889542777,39,1,Altro,61,15
1060.0,0.7915449542333993,0.20845504576660068,38,1,Altro,61,15
1530.0,0.7306568808308301,0.26934311916916986,13,1,Altro,61,15
1554.0,0.669768807428261,0.33023119257173905,12,1,Altro,61,15
1688.0,0.5860477064997284,0.41395229350027163,8,1,Altro,61,15
1787.0,0.5023266055711958,0.4976733944288042,7,1,Altro,61,15
